Pollinator.name,Genus,Species,SystemCode,Degree,SystemReference
Bombus.vestalis,Bombus,vestalis,snk,3,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43."
Cephus.pygmaeus,Cephus,pygmaeus,snk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43."
Cheilosia.bergenstammi,Cheilosia,bergenstammi,snk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43."
Closterotomus.norwegicus,Closterotomus,norwegicus,snk,2,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43."
Empis.livida,Empis,livida,snk,3,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43."
Episyrphus.balteatus,Episyrphus,balteatus,snk,5,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43."
Eriothrix.rufomaculatus,Eriothrix,rufomaculatus,snk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43."
Eristalis.intricarius,Eristalis,intricarius,snk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43."
Eristalis.nemorum,Eristalis,nemorum,snk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43."
Eristalis.tenax,Eristalis,tenax,snk,3,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43."
Helophilus.sp,Helophilus,sp,snk,3,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43."
Lasioglossum.calceatum,Lasioglossum,calceatum,snk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43."
Lasioglossum.villosulum,Lasioglossum,villosulum,snk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43."
Lucilia.sp,Lucilia,sp,snk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43."
Lycaena.phlaeas,Lycaena,phlaeas,snk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43."
Maniola.jurtina,Maniola,jurtina,snk,4,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43."
Melanostoma.sp,Melanostoma,sp,snk,3,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43."
Meliscaeva.sp,Meliscaeva,sp,snk,2,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43."
Panameria.tenebrata,Panameria,tenebrata,snk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43."
Platycheirus.sp,Platycheirus,sp,snk,3,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43."
Pollenia.sp,Pollenia,sp,snk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43."
Sarcophaga.sp,Sarcophaga,sp,snk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43."
Scathophaga.stercoraria,Scathophaga,stercoraria,snk,3,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43."
Sphaerophoria.sp,Sphaerophoria,sp,snk,5,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43."
Syrphus.sp,Syrphus,sp,snk,4,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43."
Tropidia.scita,Tropidia,scita,snk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43."
Volucella.bombylans,Volucella,bombylans,snk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43."
Aedes.impiger,Aedes,impiger,tun,1,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Aedes.nigripes,Aedes,nigripes,tun,2,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Botanophila.profuga,Botanophila,profuga,tun,1,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Bradysia.sp,Bradysia,sp,tun,1,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Clossiana.chariclea,Clossiana,chariclea,tun,1,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Colias.hecla,Colias,hecla,tun,1,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Dasyhelea.sp,Dasyhelea,sp,tun,1,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Delia.fabricii,Delia,fabricii,tun,2,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Delia.platura,Delia,platura,tun,3,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Dolichopus.groenlandicus,Dolichopus,groenlandicus,tun,2,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Drymeia.groenlandica,Drymeia,groenlandica,tun,1,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Eupeodes.curtus,Eupeodes,curtus,tun,6,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Eupeodes.luniger,Eupeodes,luniger,tun,6,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Eupithecia.pusillata,Eupithecia,pusillata,tun,3,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Eurois.occulta,Eurois,occulta,tun,1,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Forcipomyia.sp,Forcipomyia,sp,tun,1,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Helophilus.groenlandicus,Helophilus,groenlandicus,tun,2,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Helophilus.lapponicus,Helophilus,lapponicus,tun,2,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Hypoderma.tarandi,Hypoderma,tarandi,tun,1,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Lasiestra.leucocycla,Lasiestra,leucocycla,tun,2,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Nowickia.sp,Nowickia,sp,tun,2,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Nysius.groenlandicus,Nysius,groenlandicus,tun,9,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Paregle.audacula,Paregle,audacula,tun,1,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Pegoplata.tundrica,Pegoplata,tundrica,tun,1,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Periscepsia.stylata,Periscepsia,stylata,tun,1,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Phaonia.pallidisquama,Phaonia,pallidisquama,tun,3,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Platycheirus.hyperboreus,Platycheirus,hyperboreus,tun,1,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Platycheirus.lundbecki,Platycheirus,lundbecki,tun,1,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Platycheirus.varipes,Platycheirus,varipes,tun,1,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Rhamphomyia.nigrita,Rhamphomyia,nigrita,tun,2,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Smittia.sp,Smittia,sp,tun,6,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Sphaerophoria.scripta,Sphaerophoria,scripta,tun,6,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Spilogona.sanctipauli,Spilogona,sanctipauli,tun,9,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Stenomacrus.sp,Stenomacrus,sp,tun,1,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Syngrapha.borea,Syngrapha,borea,tun,3,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Syngrapha.u-aureum,Syngrapha,u-aureum,tun,1,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Thysanoptera.sp,Thysanoptera,sp,tun,2,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Unidentified.sp,Unidentified,sp,tun,2,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
